entidad,mun,pob_tot,p_15ymas,p_6a14,p15ym_an,p_6a14_noa,p_15ymas_edbasinc,psinder,vivpar_hab,vph_pisoti,vph_excsa,vph_aguafv,vph_nodren,vph_s_elec,vph_lavad,vph_refri,vph_cel,vph_pc,vph_inter,vph_tv
20,20565,43279,29935,8011,1902,284,12116,8337,11001,1758,10835,4286,3011,512,5114,7700,9256,2131,947,9590
20,20566,3010,2057,593,476,23,1411,286,807,174,802,165,423,31,130,237,14,20,5,462
20,20567,3142,2171,574,606,37,1682,244,806,189,743,174,83,19,493,547,19,27,5,641
20,20568,1431,1033,249,204,3,717,803,393,26,380,8,89,9,224,264,152,10,0,333
20,20569,1616,1170,259,113,5,736,178,524,34,514,216,458,18,124,253,164,31,2,259
20,20570,19849,14255,3459,1232,81,6825,4271,5139,1061,4980,700,1253,200,2560,3539,3201,743,541,4134
21,,6157149,4342740,1112291,361847,45941,1894209,1218762,1551445,85261,1514481,103105,127988,15732,808907,1067823,1079287,369232,355968,1403667
21,21001,65048,42212,13628,4340,858,25195,12705,13745,366,13250,1758,842,187,5881,7980,9089,1415,1507,12664
21,21002,9095,6548,1575,905,94,3863,1758,2505,363,2325,510,451,108,866,1743,1564,168,43,2186
21,21003,35764,25532,6094,2231,176,11395,4987,9567,437,9163,1853,408,79,6067,7948,5964,1526,1146,8503
21,21004,59077,38216,12600,3274,1037,23120,18422,12381,442,11936,1625,581,83,5177,5843,7417,1233,1086,11384
21,21005,2989,2309,415,496,16,1473,298,773,147,572,270,362,10,102,281,223,13,4,624
21,21006,15637,10285,3601,3548,78,6853,742,3815,1001,3747,354,1552,88,430,1097,1720,261,217,2580
21,21007,3186,2125,596,395,23,1401,275,825,26,706,101,217,9,319,602,102,26,2,637
21,21008,11269,7738,2191,606,31,3202,2294,2757,163,2715,78,231,30,1509,2016,2044,278,146,2546
21,21009,1803,1322,259,233,7,805,289,497,12,460,58,39,7,304,419,198,32,13,422
21,21010,65854,42291,14051,8810,1208,29006,8062,13763,3176,13410,4154,5466,352,3539,5862,5926,943,777,9724
21,21011,1790,1266,309,134,12,850,135,468,28,446,43,20,14,245,363,33,58,89,383
21,21012,6521,4796,1016,461,35,2669,1311,1682,66,1667,20,126,22,582,949,1003,97,48,1537
21,21013,21100,14794,3679,2131,240,10120,6409,4413,494,4337,154,404,8,1933,3494,3003,516,458,4115
21,21014,4832,3323,1038,1026,44,2129,672,1296,208,1270,70,160,43,183,337,591,70,131,817
21,21015,117244,79167,23399,4081,1063,30458,24919,27127,812,26871,4021,612,123,16115,19905,22045,5752,5770,26069
21,21016,8768,6004,1696,880,53,3560,739,2367,243,2241,123,386,106,877,1092,924,218,198,1946
21,21017,28306,17552,6524,2630,255,10124,4743,6726,845,6554,150,1783,137,1215,2413,4354,710,464,5809
21,21018,3679,2540,734,289,11,1535,452,979,147,902,58,182,31,261,518,141,55,8,700
21,21019,134364,96642,22974,5805,1251,42731,33519,35093,1596,33698,2292,2276,151,19323,27094,24436,9209,9395,32602
21,21020,7039,4678,1438,335,73,2803,1268,1555,89,1508,198,45,7,588,741,1125,152,136,1449
21,21021,1326,921,251,91,13,477,205,349,22,334,10,15,1,251,299,159,32,8,310
21,21022,12230,8565,2175,993,165,5816,2321,2913,280,2731,75,396,26,973,1632,1055,216,209,2482
21,21023,9344,6024,1972,867,149,3955,1813,2097,205,2028,123,712,36,762,595,637,75,15,1718
21,21024,902,687,136,111,1,472,330,269,7,258,31,17,4,217,251,33,18,4,227
21,21025,8558,6012,1568,775,62,3024,746,2303,252,2203,112,203,98,657,1396,1475,207,173,1893
21,21026,14440,10354,2514,1208,70,5672,3894,3462,358,3400,124,90,24,1588,1860,1460,380,392,3220
21,21027,3886,2829,695,368,12,1775,904,1168,74,1091,111,176,72,304,471,104,40,13,751
21,21028,2624,1671,645,489,26,1145,128,661,118,655,37,8,14,7,69,102,13,6,293
21,21029,3637,2581,642,627,9,1470,337,922,73,897,14,42,25,142,306,261,140,42,683
21,21030,756,558,112,127,2,362,35,201,16,200,3,25,23,25,57,73,9,3,115
21,21031,2951,2048,538,405,35,1469,312,764,60,709,25,55,10,471,602,440,33,21,654
21,21032,1379,1015,196,221,6,644,122,387,27,350,41,40,5,241,337,54,17,2,317
21,21033,4885,3485,787,229,26,1647,822,1145,158,1024,62,279,13,326,508,534,49,25,986
21,21034,40949,28654,7382,1312,327,11964,12866,9237,356,8910,2264,646,45,5020,6375,6068,2122,2091,8790
21,21035,20459,14240,3826,1783,93,6729,1145,4807,828,4692,652,132,24,1884,3064,2961,655,455,4296
21,21036,13942,8416,3517,2573,301,6577,1245,3167,734,3074,335,1196,114,139,379,359,58,24,1786
21,21037,2221,1677,344,246,2,914,351,721,43,700,7,52,9,365,511,430,87,31,655
21,21038,10101,6627,2005,360,119,4086,3202,2202,113,2115,542,235,46,1062,1131,1651,174,116,2027
21,21039,9337,6388,1854,1205,133,3962,680,2569,394,2460,238,834,88,325,565,1170,154,18,1718
21,21040,10179,6691,2116,515,89,3520,3109,2356,157,2076,491,291,49,755,1348,1479,130,38,2114
21,21041,112225,79678,19172,1337,861,19549,24607,30843,263,30597,354,58,38,21895,26990,27164,11606,10564,30100
21,21042,3163,2292,555,364,13,1426,329,871,88,796,250,110,40,389,544,67,32,18,637
21,21043,47983,32365,9768,5631,403,18869,5914,11710,1391,10671,1461,2187,814,1727,4020,6899,1107,661,7034
21,21044,15704,10676,3038,844,56,5550,1208,3814,106,3764,58,582,40,1462,2148,2302,280,212,3520
21,21045,46778,33094,8369,3097,257,15473,8056,11879,383,11713,324,1594,31,5649,6548,7663,1805,1282,11254
21,21046,7752,4986,1690,406,87,2882,1562,1720,171,1680,109,84,25,818,1056,917,168,91,1559
21,21047,20155,14234,3591,1636,109,6979,2466,5273,395,5041,460,293,76,3597,4341,2905,861,701,4743
21,21048,20441,14189,3797,618,110,6697,5537,4521,379,4453,71,328,50,1965,2736,2756,483,412,4237
21,21049,16569,9756,4387,3169,237,6957,1364,3742,858,3623,86,1149,31,244,659,1254,78,30,2214
21,21050,25978,15056,7072,3571,609,11180,3757,5213,829,5098,1190,2975,68,348,1312,2162,239,220,3816
21,21051,34415,24573,5700,2808,303,12730,3941,9286,557,9042,700,442,52,6787,8114,5691,1265,1141,8535
21,21052,1137,867,177,203,3,582,172,353,51,327,7,32,3,56,134,119,7,2,287
21,21053,62028,42539,11868,4462,356,22639,7166,15937,674,15454,883,2015,127,7184,10027,10735,1870,1831,14590
21,21054,34196,21663,7662,2829,471,13693,8660,7436,571,7274,509,1179,125,1653,3146,5177,804,530,6752
21,21055,4515,3143,839,379,32,1885,465,1231,100,1138,171,101,16,663,844,215,90,42,1032
21,21056,1362,1046,193,175,4,703,167,414,3,390,42,24,5,324,349,39,45,51,368
21,21057,7857,5242,1536,983,78,3327,1305,1957,104,1831,198,494,44,510,916,865,61,37,1637
21,21058,20010,12104,4924,3474,325,9136,1590,4125,357,4021,253,1308,64,1111,1404,1640,132,47,3234
21,21059,2221,1600,352,249,11,915,254,581,28,533,59,63,12,377,479,320,41,29,486
21,21060,7421,5036,1483,289,123,3391,3629,1637,165,1579,215,126,14,423,563,712,116,126,1431
21,21061,12520,7505,3190,2388,236,5713,652,3074,805,3011,1188,1839,131,120,425,127,25,7,1432
21,21062,4879,3467,858,384,19,1942,906,1286,119,1251,62,41,9,821,1059,814,158,127,1138
21,21063,14974,10273,2882,919,150,5385,2027,3602,115,3546,120,241,29,1845,1702,2161,249,166,3372
21,21064,16677,12133,2772,1385,84,6470,2122,4448,726,4375,1814,1346,100,1511,3315,1602,242,339,3713
21,21065,20511,13363,4373,1985,296,8803,5471,4697,206,4613,49,251,48,1775,2333,3019,319,190,4407
21,21066,5755,4243,859,988,39,2730,459,1543,62,1474,126,73,23,990,1270,769,101,73,1255
21,21067,16923,11143,3663,1322,182,6315,1769,3961,189,3909,24,342,18,1676,2290,2400,383,299,3722
21,21068,7611,5168,1595,1599,49,3458,733,1995,298,1962,199,476,58,269,553,432,76,30,1142
21,21069,24787,17528,4367,1721,356,11968,5558,6070,500,5699,134,444,71,2870,4235,2978,444,474,5175
21,21070,6317,4483,1212,1142,60,3222,1369,1696,61,1440,100,358,25,418,906,600,51,15,1345
21,21071,103509,70913,19960,7030,459,30406,15555,25916,2244,25457,2150,2525,191,11764,16439,17800,5233,4534,21993
21,21072,18803,12469,4094,4346,277,9182,1303,4097,508,3750,1452,1018,429,262,754,1239,240,93,1867
21,21073,8443,6104,1351,850,17,3298,840,2200,108,2045,181,160,51,1373,1705,947,233,188,1909
21,21074,73771,51269,13867,2067,378,18944,18143,17131,312,16828,407,596,37,10233,12179,12276,3309,2836,16380
21,21075,12897,8226,2881,852,71,4523,1618,3128,555,3019,87,813,80,260,529,2043,207,87,2387
21,21076,25981,18126,4877,2533,178,10999,5279,7105,914,6887,391,773,170,1930,4344,3986,544,267,5967
21,21077,5186,3577,1091,1202,79,2555,283,1279,253,1258,371,419,145,45,203,188,25,16,471
21,21078,15096,9589,3453,2127,353,7224,854,3782,555,3404,136,663,93,263,668,1774,104,27,2243
21,21079,5373,3678,1014,142,32,1775,1091,1331,58,1283,133,81,11,586,836,817,163,115,1199
21,21080,2562,1811,526,520,23,1280,394,671,37,650,10,47,27,19,165,156,14,6,451
21,21081,3635,2583,649,524,25,1782,347,941,120,780,259,180,36,557,732,110,22,5,703
21,21082,8752,6110,1534,451,32,2549,998,2269,165,2191,48,105,16,1289,1505,1574,450,353,2056
21,21083,24512,16634,4924,2516,83,9465,1357,5868,604,5666,577,1525,195,1438,2431,1601,204,52,4689
21,21084,6975,4710,1495,1512,75,3338,1646,1714,246,1682,90,342,87,97,325,682,82,33,882
21,21085,77601,54820,13610,4894,544,24552,15788,20025,767,19501,1235,567,106,13646,16974,13063,4707,4652,18211
21,21086,12077,8313,2353,1413,62,4822,1495,3148,466,3028,1069,861,91,516,1692,1635,219,180,2341
21,21087,13120,9132,2410,1638,78,6222,1367,3277,549,3017,273,270,93,1081,2488,1254,210,129,2665
21,21088,4504,3197,793,582,14,1886,588,1225,182,1074,93,194,57,245,576,527,86,21,863
21,21089,12818,8639,2646,2170,76,5471,1605,3156,336,3055,670,491,103,515,1508,1770,133,28,2195
21,21090,21253,14641,3930,556,147,6571,5008,4872,143,4776,882,283,16,2765,3558,3128,1040,1093,4613
21,21091,10685,7761,1784,515,26,2778,2124,2915,131,2885,54,43,4,1738,2291,2255,755,697,2706
21,21092,5192,3539,964,654,46,2397,565,1358,146,1261,140,142,24,522,669,210,48,7,1066
21,21093,7817,5388,1580,781,58,3581,778,1946,74,1935,41,294,7,662,1008,718,62,21,1825
21,21094,33784,22295,7091,1573,182,9929,4459,7868,392,7561,116,1000,73,3562,4519,5642,1102,1013,7323
21,21095,469,338,74,17,0,111,50,123,3,120,2,4,3,63,92,36,4,0,106
21,21096,2826,1969,496,113,11,1139,223,690,16,676,10,96,17,290,378,452,45,9,630
21,21097,2333,1680,384,66,9,648,768,528,20,513,7,17,3,214,362,321,80,47,480
21,21098,6352,4464,1131,502,26,2359,1724,1655,121,1510,116,245,24,504,840,884,139,71,1380
21,21099,19174,12834,3897,1689,196,8360,1742,4725,312,4163,251,1343,65,2396,2692,2707,237,154,4153
21,21100,9974,6499,2219,1476,33,4226,838,2346,311,2291,79,116,19,113,441,514,39,8,1432
21,21101,3294,2412,544,261,12,1472,511,939,58,905,59,54,31,175,337,350,41,15,682
21,21102,12442,8278,2542,478,154,4979,4289,2657,276,2622,36,25,6,984,1454,1716,298,478,2457
21,21103,6259,4169,1279,407,59,2626,1163,1425,206,1360,93,400,26,568,786,683,74,56,1235
21,21104,30848,20116,6193,2011,416,10916,4447,6668,242,6484,122,529,36,2620,3255,3928,502,343,6162
21,21105,4735,3266,886,350,12,1759,474,1218,70,1175,50,95,34,453,677,761,142,146,1067
21,21106,28220,18829,5602,2167,310,10854,9016,6265,251,5967,1281,333,23,2739,4073,3302,629,708,5679
21,21107,11517,7710,2500,2700,92,5564,998,2711,663,2537,915,758,229,154,510,851,160,78,1173
21,21108,18239,12274,3594,1165,114,5990,1912,4218,138,4104,30,432,28,1789,2464,2906,466,453,4003
21,21109,22002,14518,4498,2975,120,8610,1584,5514,578,5299,224,348,123,1309,2571,2993,269,167,3812
21,21110,46233,30052,9976,4662,694,19135,6432,10524,580,10106,416,1989,252,3686,4248,6163,482,390,9488
21,21111,18102,13041,3250,2924,64,7500,1867,4891,556,4699,1500,1449,138,981,2697,839,276,188,3662
21,21112,9623,6597,1915,1144,99,4103,1115,2488,177,2346,192,159,53,1248,1733,972,172,121,2034
21,21113,4322,3197,657,680,27,2083,705,1253,62,1195,143,86,21,901,1104,361,85,45,1064
21,21114,1576259,1196627,236178,32178,7497,309297,333301,430542,3577,427441,12440,4743,742,308186,372942,369259,183876,185716,419114
21,21115,50962,32830,11088,5517,1190,22858,9806,11494,542,11095,659,766,131,4719,5419,7299,710,688,10454
21,21116,22136,13484,5308,2740,342,10116,1588,4616,418,4542,1224,2286,46,892,1816,1986,178,122,3724
21,21117,14159,9802,2654,545,115,4343,2048,3239,50,3197,10,21,2,1864,2055,2423,549,474,3100
21,21118,27454,17528,6126,1052,507,11493,10424,5994,275,5825,121,319,49,2830,2901,3913,453,439,5602
21,21119,137290,103115,20964,1978,323,24469,36200,37666,342,37341,1853,291,19,26578,34421,33814,22190,22317,36686
21,21120,5590,3650,1157,780,95,2473,932,1245,147,1125,87,228,25,198,502,405,56,23,959
21,21121,1198,835,231,182,4,606,262,315,13,272,15,97,3,90,191,39,4,1,263
21,21122,10456,7237,1976,234,63,3472,3429,2418,207,2387,28,57,10,1101,1531,1545,307,306,2258
21,21123,3838,2622,762,741,41,1898,456,1018,292,996,68,224,44,131,209,379,31,8,641
21,21124,15763,11257,2728,1647,215,6586,4850,3744,680,3609,33,258,18,1474,2451,2657,528,530,3419
21,21125,8962,6476,1465,137,46,2645,1997,2269,58,2232,51,48,12,1438,1830,1629,705,682,2191
21,21126,6265,4249,1190,182,69,2450,1635,1375,105,1284,146,123,10,470,713,672,119,87,1252
21,21127,3441,2615,524,388,8,1565,600,1089,78,998,222,89,9,400,786,121,56,5,833
21,21128,8692,5885,1657,503,50,3339,1399,2109,53,2042,23,307,23,1026,1323,1414,121,117,1995
21,21129,13159,9228,2421,1371,104,6046,2008,3241,338,3181,36,95,12,1397,2275,2116,266,178,2935
21,21130,3362,2474,533,244,16,1464,587,917,55,897,17,114,12,364,472,538,55,20,839
21,21131,856,587,169,44,2,308,190,237,4,217,9,29,0,106,127,39,15,5,224
21,21132,152051,107500,27362,3738,690,38979,42089,36332,765,35823,686,787,139,22031,27787,29089,8581,7998,35279
21,21133,699,494,123,65,0,276,48,180,16,177,0,6,0,124,149,114,26,14,156
21,21134,20175,14423,3483,753,117,6474,5808,4649,205,4591,16,136,22,2373,3288,3141,678,561,4413
21,21135,477,378,66,56,1,267,54,172,26,166,5,8,6,41,88,13,2,0,125
21,21136,12341,8757,2226,178,29,2362,1984,2995,58,2978,23,30,9,2008,2378,2395,867,1008,2891
21,21137,9972,6689,1995,1155,133,4543,1891,2391,51,2343,31,219,24,907,1360,1204,96,23,2212
21,21139,3534,2547,561,379,15,1329,281,925,62,883,137,40,11,536,701,458,69,50,777
21,21140,129032,93533,21061,3537,762,33778,36138,30946,976,30396,1994,771,65,19613,25237,23490,12038,11894,29679
21,21141,3320,2404,553,352,21,1274,406,904,29,852,67,49,23,561,738,521,83,60,724
21,21142,30303,20749,5822,2486,280,12184,8500,7148,274,7057,185,1486,43,2175,3290,5109,635,883,6720
21,21143,31355,21653,5976,890,166,8773,7926,7380,579,7255,81,240,52,3339,4595,5056,878,945,6978
21,21144,14810,9950,2852,555,220,6324,6342,3140,222,3051,440,105,11,1697,1784,2401,363,331,2984
21,21145,14092,8748,3559,2050,234,6387,1536,3354,903,3283,1122,1972,253,109,827,126,30,12,1448
21,21146,756,593,111,206,3,401,119,251,12,246,1,14,2,56,162,86,8,5,220
21,21147,6289,4364,1220,777,27,2633,826,1707,252,1601,356,143,38,561,874,766,98,85,1383
21,21148,9236,6279,1741,667,101,3793,1497,2070,133,1991,876,92,16,696,1244,1191,159,126,1850
21,21149,25228,16886,5223,1423,345,9606,5659,5764,747,5626,1315,603,175,2641,3702,4156,678,610,5276
21,21150,7242,4965,1367,807,45,3118,905,1938,222,1662,137,332,42,677,1106,518,41,17,1505
21,21151,8511,5945,1553,248,37,2640,3212,1917,100,1869,35,124,3,994,1203,1225,213,200,1778
21,21152,12226,8422,2314,824,73,5018,2255,2745,119,2661,91,720,72,1282,1498,1849,167,45,2424
21,21153,21992,15075,4136,562,103,6675,6225,5324,154,5010,250,609,30,2433,3563,3075,541,456,5012
21,21154,77061,52294,15027,3372,385,23418,17097,18614,589,18058,1274,1375,105,9079,11798,13254,2959,2536,17121
21,21155,5461,4067,821,597,34,2152,885,1673,82,1595,356,68,8,876,1205,791,401,153,1192
21,21156,319375,226396,56092,15083,2430,94685,66769,81423,4822,80838,3245,2954,757,43161,63250,64457,21904,24963,75946
21,21157,11156,7907,1894,1274,121,4761,1746,2865,185,2643,453,273,43,1833,2351,1342,287,197,2387
21,21158,6975,5138,1200,725,27,2948,757,2068,177,1999,765,564,108,507,1336,998,145,28,1721
21,21159,3707,2880,556,1077,14,2235,1347,1094,203,1063,52,41,18,296,654,321,45,30,790
21,21160,3135,2269,496,294,22,1269,373,816,69,758,67,75,12,520,686,411,88,56,710
21,21161,20580,14070,4011,1142,93,7419,2337,4938,537,4837,176,428,90,2508,3305,3441,624,548,4450
21,21162,3947,2735,774,864,43,1752,520,946,215,921,114,160,25,79,199,532,31,6,654
21,21163,17472,11710,3459,1063,245,7162,3876,3660,114,3604,421,72,24,1445,1930,2438,377,323,3434
21,21164,80507,54122,15974,3177,733,26219,24210,18037,524,16968,806,1366,58,9342,11335,12346,2588,2245,16805
21,21165,1124,731,243,153,16,489,120,224,13,181,2,79,7,45,108,98,7,2,182
21,21166,8492,6100,1417,874,54,3650,1913,2244,141,2151,22,112,29,1470,1795,1330,310,295,1935
21,21167,11622,7416,2737,2450,102,5197,793,2641,657,2568,385,1204,118,136,386,587,53,14,1705
21,21168,6793,4612,1283,749,90,2995,839,1564,179,1285,515,522,31,496,904,711,117,89,1231
21,21169,20598,14389,3766,1505,114,7588,3943,5682,523,5175,1154,877,74,2134,3514,2699,610,411,4873
21,21170,16892,11505,3287,1260,162,6731,2365,4176,124,4030,76,1124,76,1614,2442,2325,260,162,3837
21,21171,3534,2542,583,99,16,1208,970,965,28,925,11,38,8,492,623,609,103,79,874
21,21172,28139,19665,5193,2898,130,10953,2033,7524,973,7249,646,1500,325,2650,3472,3645,718,437,5954
21,21173,5869,4097,1082,219,8,1264,952,1588,50,1577,15,260,10,706,891,1252,455,345,1463
21,21174,97590,69770,17441,4045,627,26849,26906,25450,607,25114,322,1640,153,12417,17856,20456,6601,5594,24186
21,21175,12783,8917,2202,645,133,5275,3451,2987,257,2920,26,92,36,1018,1833,1970,346,315,2727
21,21176,8547,5993,1475,561,54,3117,1053,2227,138,2159,41,69,16,1501,1865,1270,221,64,1995
21,21177,52508,33186,11725,4896,582,20986,9916,11933,2439,11399,1303,2571,237,4960,6105,7642,810,543,10090
21,21178,16496,11126,3511,1839,78,7045,2804,4450,471,4319,1207,1236,144,817,1692,1794,119,49,2821
21,21179,28953,19252,6086,2298,269,10562,2535,6764,334,6673,79,1008,90,2502,3146,3930,507,294,6343
21,21180,40220,28004,7399,1432,178,13683,8072,9219,417,8998,72,234,53,4112,5543,6100,865,855,8768
21,21181,7125,4736,1464,239,35,2068,1246,1630,102,1576,76,126,20,844,1006,973,213,223,1544
21,21182,4957,3339,970,150,58,1775,989,1008,62,971,42,50,7,237,563,610,78,46,922
21,21183,19982,12755,4550,3245,236,8561,2699,4769,980,4564,550,1183,73,598,1246,1676,144,60,2978
21,21184,6493,4345,1256,956,65,2934,403,1699,205,1661,104,519,14,296,513,556,69,24,1089
21,21185,8444,5909,1485,502,146,3967,2389,2095,267,1975,68,291,10,1323,1639,1155,168,194,1797
21,21186,53498,36367,10450,4481,171,17049,6645,14247,718,13771,465,1998,308,5347,7676,9156,1895,1228,12592
21,21187,5345,3822,978,594,67,2428,747,1403,282,1344,275,360,80,426,537,183,78,22,873
21,21188,17956,12554,3176,1110,323,8774,5558,4538,708,4187,213,775,23,1225,2138,2016,242,195,3911
21,21189,21229,14630,3885,962,151,7464,4204,5123,251,4851,124,458,19,2413,2956,3207,516,449,4678
21,21190,1180,867,193,52,1,468,263,388,27,364,34,24,5,103,258,35,19,2,304
21,21191,9150,6512,1591,1158,77,4198,967,2437,154,2269,489,171,22,1650,2079,1196,373,373,2136
21,21192,6314,4732,1036,643,26,2577,563,1688,122,1637,98,115,123,227,680,732,154,36,1111
21,21193,7126,4928,1373,540,46,3087,1093,1785,146,1076,346,858,32,396,776,439,23,1,1433
21,21194,29090,20431,5189,2379,147,9516,5836,7527,656,7391,1499,495,126,3683,5570,4704,1000,863,6554
21,21195,24660,15583,5566,4550,386,11644,2273,5373,1064,5261,1372,3490,156,991,1042,1374,126,40,3839
21,21196,1513,1131,234,167,6,604,178,470,24,444,25,34,4,176,361,107,52,14,360
21,21197,81455,56056,15418,5573,483,26161,13913,20636,1759,20308,2457,976,258,7492,13406,13362,2922,2476,17443
21,21198,1177,844,191,134,4,497,140,291,10,282,194,11,3,190,234,30,11,2,255
21,21199,39959,25557,8699,4032,537,16184,7190,9053,484,8864,304,1116,83,2532,4719,5927,646,488,8420
21,21200,3357,2388,656,297,37,1543,318,990,93,969,56,369,58,263,381,181,74,19,683
21,21201,3301,2294,616,333,26,1600,309,848,109,838,8,11,5,520,676,458,54,45,723
21,21202,12740,8366,2776,1760,225,5850,1283,3207,422,3025,246,823,155,285,637,1649,127,42,1966
21,21203,6336,4217,1354,683,73,2577,843,1626,167,1465,67,233,17,716,829,922,64,90,1484
21,21204,7943,5481,1486,357,18,2222,1410,1928,141,1890,33,283,36,363,763,1314,263,132,1605
21,21205,25057,16130,5278,1450,176,9781,5286,6100,378,5942,629,658,47,2723,3924,3995,393,281,5675
21,21206,4396,3090,749,532,25,2078,408,1246,92,1116,206,136,21,534,849,359,50,29,1054
21,21207,55299,37428,11272,4252,261,18918,6906,13881,1187,13506,686,2014,396,4765,6281,8733,1599,1216,11730
21,21208,82457,56959,15594,5954,352,25091,11221,20892,2349,20274,1316,2410,382,9371,11756,15440,3667,2936,18569
21,21209,8495,5986,1586,645,26,3288,1781,2204,298,2116,206,264,54,960,1276,707,303,291,1570
21,21210,5469,3856,1073,718,31,2265,261,1394,195,1371,67,53,27,213,517,761,133,143,937
21,21211,16173,11521,2859,642,38,4131,3231,4256,168,4229,20,370,28,2393,2523,3288,976,746,3949
21,21212,19050,12682,4055,2408,131,8272,2166,4839,901,4735,206,1735,176,1076,987,1592,180,80,3459
21,21213,13320,8971,2650,1692,126,5502,1314,3316,614,3163,683,977,107,412,1561,1410,59,13,2405
21,21214,16817,11798,3055,1663,198,7601,3765,3868,449,3811,38,72,7,1865,3004,2727,497,428,3639
21,21215,4902,3685,778,861,37,2168,491,1231,195,1205,10,20,26,108,250,732,87,27,742
21,21216,2442,1690,476,439,12,1066,273,683,73,639,23,101,45,86,239,312,49,5,420
21,21217,18278,11357,4555,4225,448,8922,1081,4235,1407,4127,581,1874,140,209,526,1244,96,34,2698
22,,2038372,1470991,344671,66720,9821,463294,279915,533596,8053,513457,16852,22389,4111,374867,470489,449019,207109,202852,513238
22,22001,61259,41043,12379,5013,646,23118,5843,14461,471,11845,438,3409,408,5290,9670,8582,1122,705,13440
