entidad,mun,pob_tot,p_15ymas,p_6a14,p15ym_an,p_6a14_noa,p_15ymas_edbasinc,psinder,vivpar_hab,vph_pisoti,vph_excsa,vph_aguafv,vph_nodren,vph_s_elec,vph_lavad,vph_refri,vph_cel,vph_pc,vph_inter,vph_tv
20,20271,2644,1630,677,464,6,1225,148,502,141,488,15,473,18,16,99,94,10,4,170
20,20272,6422,3850,1539,1017,91,2801,1207,1178,205,1172,14,400,48,99,732,965,96,5,684
20,20273,3287,2018,788,297,25,1398,275,778,263,737,103,744,81,100,116,36,11,1,348
20,20274,1271,888,233,88,7,585,71,307,77,302,139,189,15,21,45,10,8,0,135
20,20275,8119,5417,1629,1786,130,4035,1181,2133,287,2102,204,363,82,35,500,86,51,6,1078
20,20276,702,519,118,252,2,439,161,200,39,194,9,175,4,29,75,6,1,0,133
20,20277,12425,8518,2330,1503,169,6072,1178,2948,835,2849,438,1623,269,838,1622,934,119,24,1663
20,20278,39680,26644,8376,5335,248,16444,3897,10205,1755,9463,3695,3137,286,2077,6292,3149,452,294,6952
20,20279,2665,1884,520,366,16,1057,583,671,71,658,35,502,42,175,208,106,64,8,469
20,20280,2279,1708,364,100,11,1116,282,733,150,713,14,17,2,301,458,250,94,26,573
20,20281,266,220,28,11,2,138,36,94,7,92,0,2,0,60,71,65,3,2,79
20,20282,729,513,137,59,2,330,44,210,28,177,29,22,14,13,78,92,2,0,130
20,20283,997,701,181,35,6,444,60,275,19,267,7,36,3,151,153,147,5,9,203
20,20284,3149,2025,751,696,62,1758,803,699,156,589,66,482,25,45,82,360,5,2,302
20,20285,3662,2550,643,372,13,1304,728,900,108,805,202,122,37,277,687,587,68,13,769
20,20286,3164,2322,489,539,24,1561,719,878,140,832,39,200,23,251,572,411,56,13,675
20,20287,296,234,39,36,1,153,51,101,6,99,4,2,1,34,48,15,1,1,63
20,20288,593,395,127,39,12,293,39,184,28,165,27,55,7,17,27,55,0,0,38
20,20289,1135,829,174,177,9,615,89,333,31,327,23,66,2,89,204,106,3,2,243
20,20290,975,667,194,103,9,464,96,232,2,224,19,18,0,165,190,47,8,2,204
20,20291,4245,2773,953,270,23,1878,486,1026,105,1007,131,760,27,203,517,190,44,4,516
20,20292,1411,886,325,109,2,564,118,294,38,285,60,22,40,7,52,82,1,4,103
20,20293,15993,11717,2698,173,38,2806,3882,4639,128,4605,258,251,32,3318,4242,4209,2143,1938,4387
20,20294,7024,5179,1116,188,27,1945,1284,1859,102,1839,259,617,39,1166,1497,1403,407,263,1716
20,20295,9313,6786,1544,511,62,3008,1473,2429,350,2385,96,294,42,1585,1974,1905,542,356,2207
20,20296,890,681,127,92,2,455,72,271,53,264,2,17,1,123,184,38,3,0,216
20,20297,2504,1594,597,317,8,979,281,526,108,516,44,505,42,19,21,7,8,0,145
20,20298,12511,9177,2051,782,116,5984,2865,3288,363,3242,896,746,37,1273,2218,2326,297,202,2917
20,20299,1063,773,163,98,3,516,144,286,24,285,0,3,1,59,138,16,12,3,220
20,20300,6664,4500,1412,868,67,2695,879,1679,147,1643,227,821,55,236,1107,901,205,195,1062
20,20301,1505,1158,217,145,6,651,174,433,125,425,25,61,4,173,305,227,42,15,375
20,20302,4539,2844,1062,648,63,2007,574,1021,126,882,172,195,57,31,611,308,18,2,679
20,20303,1089,820,177,82,0,490,185,339,81,332,1,6,1,66,168,55,29,7,222
20,20304,735,540,126,78,2,383,47,236,89,226,100,153,4,26,63,6,4,0,124
20,20305,4234,3235,645,260,14,968,356,1256,20,1227,21,26,8,886,1112,954,331,291,1149
20,20306,3551,2065,945,598,47,1659,728,834,129,818,168,450,54,48,182,180,21,4,371
20,20307,10014,7208,1769,1013,68,3951,987,2988,211,2794,469,148,116,763,2206,1670,194,370,2117
20,20308,3146,2303,477,286,10,1199,512,785,243,717,25,47,22,383,564,584,120,97,669
20,20309,11653,7709,2461,1945,113,5408,1112,3176,1020,3034,1206,1082,170,356,1432,781,135,100,1839
20,20310,8561,5794,1707,491,78,2955,1824,2081,358,2012,708,571,240,745,1367,1724,172,101,1624
20,20311,545,399,85,107,1,268,7,163,56,158,5,159,4,32,46,48,1,0,65
20,20312,12387,7937,2891,1650,49,4673,2259,2758,553,2545,1518,623,139,112,1311,1100,94,44,1570
20,20313,779,628,99,146,1,398,41,293,56,282,18,264,7,22,42,12,6,1,170
20,20314,1561,1152,258,114,7,749,250,396,29,385,5,38,10,197,328,21,26,0,315
20,20315,1694,1228,248,191,5,830,297,474,224,441,411,338,8,107,181,241,14,7,307
20,20316,693,509,133,31,3,307,41,199,48,196,2,160,6,61,118,4,4,0,124
20,20317,1239,870,260,74,11,556,280,407,57,398,81,253,24,128,157,136,16,4,215
20,20318,48336,34165,8711,2843,283,15579,8034,13157,691,12712,543,556,424,6441,10369,9718,2861,2660,10684
20,20319,1074,774,198,166,4,458,137,308,78,299,2,42,6,11,57,1,1,0,135
20,20320,668,489,110,99,2,295,144,221,48,213,12,160,9,37,79,23,10,3,90
20,20321,720,480,160,86,5,300,81,206,31,198,10,10,2,76,70,64,2,0,128
20,20322,790,544,171,184,4,416,59,227,36,224,4,192,3,17,43,15,3,3,102
20,20323,2098,1333,491,239,22,912,172,499,50,497,7,418,45,11,130,36,23,6,301
20,20324,47476,32489,8953,4830,379,16893,7014,11959,1957,11610,1561,1648,613,4131,8271,7540,1686,1281,8550
20,20325,10810,7285,2147,1711,178,5755,910,2714,468,2655,173,791,102,386,921,1579,78,17,1285
20,20326,5134,3132,1210,860,37,2287,779,1152,113,1138,294,1127,48,223,558,25,47,6,530
20,20327,15152,10835,2664,1684,153,6331,1759,4394,280,4154,371,176,145,2558,3329,2681,363,263,3691
20,20328,1208,806,222,176,5,546,65,303,69,284,53,292,4,13,24,10,0,0,86
20,20329,1225,884,215,123,7,545,186,350,97,343,20,124,15,88,140,6,5,2,182
20,20330,4232,2880,821,494,33,2046,352,1163,68,1084,77,902,56,243,542,138,47,11,661
20,20331,873,658,134,123,1,461,79,317,33,308,13,223,13,84,87,25,7,2,203
20,20332,343,265,56,20,2,205,30,110,13,108,2,61,2,46,60,50,5,0,86
20,20333,2626,2007,347,186,16,1163,489,803,94,788,13,22,9,491,637,530,74,31,647
20,20334,46152,32334,8252,4737,366,18879,5707,12424,1112,11656,1481,1975,367,5058,9036,6764,1215,850,9473
20,20335,910,583,221,73,1,428,10,274,59,271,12,149,2,30,58,3,5,0,146
20,20336,1698,1252,284,228,4,883,94,444,80,435,35,188,30,284,375,15,27,7,340
20,20337,4813,3320,931,1144,60,2354,1590,1365,429,1266,178,203,118,208,513,398,67,44,776
20,20338,10737,7888,1700,305,53,2458,2208,2855,171,2822,380,1056,63,1781,2368,2528,1007,750,2600
20,20339,4016,2960,641,151,10,1262,607,1120,98,1095,75,177,27,529,717,616,203,76,856
20,20340,1680,1284,267,136,9,795,306,574,49,534,51,124,25,180,311,141,17,1,384
20,20341,236,169,42,9,2,106,30,70,7,68,1,9,3,38,37,49,2,0,60
20,20342,3336,2430,505,55,6,674,443,1018,61,1000,26,70,15,549,832,904,377,133,942
20,20343,1933,1520,233,65,4,1004,239,530,73,519,127,274,7,289,427,324,53,26,456
20,20344,2678,1803,524,215,25,1198,247,721,75,711,29,173,20,82,198,95,32,2,359
20,20345,4072,2911,689,420,17,1529,655,1053,124,979,152,114,18,362,831,372,82,5,874
20,20346,1441,1067,207,253,3,601,333,438,71,435,2,15,3,167,174,48,3,0,301
20,20347,3587,2462,706,271,25,1480,363,844,114,839,32,818,30,139,100,124,31,10,456
20,20348,8352,5998,1427,1284,93,4095,2336,2287,442,2160,150,519,84,634,1036,1021,156,34,1379
20,20349,1967,1500,291,158,3,926,591,557,74,529,270,388,20,210,376,264,65,46,431
20,20350,18195,14421,2195,201,16,2150,3633,5109,73,5105,93,13,9,3736,4827,4697,3074,3261,4942
20,20351,2820,2003,511,410,24,1480,398,785,42,739,36,449,30,190,504,286,28,10,545
20,20352,3526,1911,1028,818,260,1574,810,429,30,322,28,373,5,39,115,166,9,4,343
20,20353,2153,1454,404,192,15,907,343,534,49,523,17,328,25,104,357,161,26,7,401
20,20354,516,357,117,132,10,287,55,149,15,149,18,121,12,4,15,17,4,3,70
20,20355,727,532,106,133,2,401,116,216,28,206,1,189,11,22,78,0,1,0,104
20,20356,2067,1581,275,116,20,1146,690,649,54,628,43,67,4,139,505,424,82,33,567
20,20357,762,621,99,52,1,449,68,269,40,265,5,81,12,28,121,119,1,1,139
20,20358,1950,1496,284,272,9,1020,321,609,54,587,94,352,17,272,361,365,22,10,433
20,20359,918,755,107,109,3,532,274,253,110,250,3,200,3,58,87,27,10,2,152
20,20360,3773,2793,578,442,14,1604,816,1077,275,1011,113,778,25,314,565,522,73,57,858
20,20361,871,604,173,96,3,444,111,260,29,258,5,207,16,13,66,26,4,0,119
20,20362,1427,1074,237,124,6,678,301,408,75,385,20,94,11,150,290,189,30,8,333
20,20363,2572,1956,401,82,7,1146,321,685,138,671,18,184,17,359,419,313,51,16,524
20,20364,15987,10529,3279,1934,166,6517,1555,3696,649,3658,85,1025,101,1200,2019,1978,404,182,2479
20,20365,1068,812,158,30,1,465,115,368,88,366,36,207,16,179,146,151,6,3,224
20,20366,3905,2408,973,433,53,1759,530,921,209,851,47,403,51,116,309,367,25,5,473
20,20367,4460,3150,832,697,49,2126,802,1042,131,879,382,235,19,64,458,640,43,24,720
20,20368,1930,1423,305,177,9,828,385,495,39,483,43,216,3,191,314,369,45,19,394
20,20369,1931,1448,266,157,1,738,232,556,77,546,12,45,6,331,428,293,84,39,509
20,20370,663,467,137,28,3,230,20,210,30,209,4,133,6,109,126,26,16,1,135
20,20371,1031,774,149,178,0,436,167,371,58,342,16,245,13,39,88,33,11,2,165
20,20372,1556,1216,191,403,2,741,231,487,98,479,217,420,36,34,58,29,28,2,171
20,20373,366,263,72,41,1,164,38,117,14,103,12,32,3,45,43,0,1,0,51
20,20374,1548,943,366,258,30,602,139,389,163,379,38,206,42,13,37,126,9,9,104
20,20375,12814,9412,2051,253,47,2754,2128,3366,168,3352,318,86,56,2027,2830,3046,1314,1386,3138
20,20376,356,251,65,63,1,165,4,105,14,100,3,7,4,59,76,33,4,0,85
20,20377,11616,7675,2545,1031,44,4562,895,3131,643,3045,871,2698,356,771,781,232,143,27,1576
20,20378,3425,2386,642,268,21,1331,451,862,126,842,130,450,17,269,489,299,40,20,602
20,20379,2921,1910,668,321,3,1113,307,726,289,714,22,621,38,125,187,146,26,6,357
20,20380,2127,1574,337,141,5,977,340,598,160,583,62,385,6,287,435,390,78,80,505
20,20381,2675,1870,487,241,32,1262,288,656,26,643,1,19,2,510,558,334,33,9,608
20,20382,1116,792,207,148,9,480,74,326,38,318,99,181,57,30,65,23,24,7,146
20,20383,583,440,84,23,4,266,126,165,74,162,8,103,3,67,52,16,6,0,101
20,20384,4754,3214,987,695,70,2545,1159,1139,366,1079,116,865,23,140,561,708,33,12,704
20,20385,93188,67683,15400,2638,359,19645,20252,23936,1475,23779,5736,1824,421,14203,20642,21132,8710,8369,22222
20,20386,18512,11360,4528,3116,136,8283,542,4115,1907,4067,752,3603,217,212,1010,47,89,12,1272
20,20387,2914,2163,465,329,10,1234,427,807,137,777,16,255,6,461,624,530,80,46,716
20,20388,2372,1486,516,262,20,1059,328,584,63,569,241,569,41,47,148,316,18,2,369
20,20389,952,780,98,255,6,585,364,216,54,215,1,149,4,23,109,49,7,3,182
20,20390,49459,38081,6642,899,142,8878,14306,13834,328,13788,548,52,24,8318,11987,12290,6444,6226,13111
20,20391,3361,1996,870,752,36,1660,164,788,241,749,77,636,65,5,79,342,27,6,234
20,20392,6398,4345,1320,1072,33,2895,382,1835,686,1758,720,1749,196,91,227,54,36,6,630
20,20393,3855,2808,637,542,58,2199,306,868,222,787,62,656,7,285,425,441,24,15,718
20,20394,2766,2016,487,392,10,1154,477,780,131,775,108,125,18,51,259,43,25,2,432
20,20395,1720,1203,359,518,2,895,126,516,82,476,141,509,54,89,113,19,3,0,251
20,20396,3237,2186,691,1186,50,1815,553,914,98,902,151,134,33,24,125,38,4,2,362
20,20397,39945,27768,7704,2161,155,10546,9628,10414,1771,10302,2173,4410,204,4657,5857,7000,2214,995,7963
20,20398,4418,3259,713,682,52,2263,728,1277,201,1253,81,537,22,666,899,732,102,49,986
20,20399,34115,24370,5673,972,155,7750,7544,8843,521,8763,1222,592,188,4944,7288,7879,2870,2058,8262
20,20400,1568,1166,231,135,6,725,190,469,59,434,12,67,4,227,335,33,25,7,417
20,20401,24076,16782,4420,1656,198,8293,3754,6212,334,5944,360,774,228,2591,4809,4096,849,631,4599
20,20402,1075,757,166,100,4,425,114,302,25,256,21,47,14,171,244,125,30,5,246
20,20403,2971,2129,511,66,5,834,498,800,65,794,84,19,18,411,648,700,166,62,725
20,20404,733,560,114,22,0,314,194,224,16,222,2,110,0,124,167,81,15,0,191
20,20405,2110,1515,370,220,21,1084,306,601,60,598,5,43,3,368,385,169,36,6,476
20,20406,20328,13213,4692,4311,245,10126,3629,5292,2292,5189,3569,3111,654,232,1055,475,114,70,2393
20,20408,482,348,91,23,2,188,9,139,19,137,18,95,7,61,63,43,4,1,89
20,20409,8918,6943,1169,116,25,1746,2125,2576,148,2565,93,116,17,1780,2306,2265,1156,1100,2444
20,20410,3353,2261,665,206,12,1371,484,917,114,892,73,214,36,247,391,59,31,6,511
20,20411,813,621,130,26,6,335,231,233,20,228,15,100,6,126,183,172,35,14,208
20,20412,3168,2135,612,285,33,1441,401,830,153,656,71,578,129,118,343,104,25,17,417
20,20413,45680,32189,8031,2561,355,13349,6282,12737,641,12581,360,291,246,6240,10234,10597,3445,3130,10693
20,20414,11400,8115,1920,1520,53,4757,1499,3089,217,2804,747,337,78,1195,2328,1828,206,62,2561
20,20415,4990,3390,967,615,45,2283,651,1239,120,1169,29,276,22,385,972,772,92,32,952
20,20416,488,382,70,70,1,234,72,171,51,170,23,123,6,18,31,7,2,0,133
20,20417,9474,6717,1731,1176,37,3980,1041,2554,288,2519,113,693,44,759,1862,383,150,56,1832
20,20418,13148,9710,2136,927,21,4363,1903,3663,401,3514,75,126,120,1827,2923,2639,633,544,2986
20,20419,499,363,89,12,0,243,38,156,22,150,3,19,2,92,109,32,6,0,128
20,20420,1844,1247,367,290,9,738,127,454,111,442,8,303,37,87,92,41,14,1,158
20,20421,4555,3419,653,307,23,1531,542,1367,81,1304,70,56,19,805,1162,862,162,162,1218
20,20422,585,451,94,59,0,247,79,198,19,191,14,54,5,42,84,38,10,1,142
20,20423,466,374,71,29,1,278,70,143,16,139,7,24,11,49,75,14,1,1,88
20,20424,3894,2477,914,512,37,1759,493,929,177,918,59,577,44,74,164,40,13,1,461
20,20425,2086,1463,415,288,3,994,127,633,93,623,42,620,8,26,77,11,11,0,287
20,20426,8593,5284,2061,998,71,3444,971,1600,509,1546,284,1574,188,71,125,65,18,4,339
20,20428,1924,1228,413,284,8,727,136,463,110,433,11,67,23,92,109,9,9,1,247
20,20429,1471,1052,265,185,9,710,97,372,79,366,86,226,16,103,199,96,14,0,209
20,20430,360,296,43,60,0,176,58,117,29,107,6,37,11,16,18,5,3,0,25
20,20431,1692,1236,287,103,7,569,97,449,81,432,84,138,6,172,310,35,42,46,350
20,20432,901,726,112,75,3,449,460,287,22,287,0,1,0,45,206,24,27,4,203
20,20433,2571,1483,684,539,58,1253,186,592,108,573,31,283,65,21,177,96,6,2,237
20,20434,4214,2623,1065,791,32,1975,342,1091,104,1060,56,217,14,47,233,38,9,0,540
20,20435,3465,2231,803,788,88,1703,455,904,244,823,12,597,89,73,152,131,43,10,483
20,20436,981,694,163,203,2,503,67,291,44,290,288,285,5,21,93,21,0,1,149
20,20437,8922,6041,1877,1568,60,3447,1132,2195,586,2144,62,1599,135,165,407,933,241,108,920
20,20438,1635,1095,337,296,12,797,181,415,58,402,19,215,12,72,183,4,8,1,241
20,20439,25130,16594,5194,3258,217,10404,2270,6010,1176,5664,1632,1322,354,1549,3967,1895,376,122,3419
20,20440,839,669,98,181,1,405,77,284,4,268,6,22,7,95,196,40,16,2,212
20,20441,8795,5523,2088,1526,117,3905,1065,2067,79,2017,113,97,33,857,1265,1088,106,113,1759
20,20442,267,208,35,24,1,149,36,76,5,76,0,2,0,17,48,17,2,1,54
20,20443,472,367,60,9,0,220,25,138,30,137,2,95,3,50,77,9,4,2,92
20,20444,411,284,70,31,1,188,75,121,9,118,9,78,10,20,29,3,7,1,62
20,20445,1514,1056,324,214,4,515,67,348,88,343,15,341,15,12,35,3,3,0,58
20,20446,6048,4394,1122,850,11,2628,784,1601,642,1587,293,1166,22,41,103,92,3,0,388
20,20447,16340,11080,3223,1925,127,7162,1895,4240,744,4073,115,559,178,1256,3046,1286,248,127,3003
20,20448,2234,1182,628,253,23,834,110,387,155,382,12,263,10,10,36,1,2,0,237
20,20449,2939,2162,451,340,16,1655,733,911,92,864,68,249,5,443,696,15,36,14,660
20,20450,12683,6716,3665,1778,150,5370,915,2712,1438,2694,532,2688,255,114,447,37,43,8,775
20,20451,875,665,138,217,4,488,42,291,78,282,165,79,23,23,31,7,2,1,106
20,20452,3995,3022,621,714,72,2280,1385,1016,552,1000,26,237,21,192,493,479,46,29,759
20,20453,3708,2703,654,265,10,1313,414,1110,73,1064,58,42,40,420,823,517,95,149,834
20,20454,2920,2038,580,479,15,1373,292,791,216,783,27,433,29,23,173,18,20,2,397
20,20455,2583,1708,538,259,24,1181,583,648,62,505,64,294,25,261,373,129,25,7,531
20,20456,1441,1051,224,220,7,693,381,406,18,358,9,52,6,181,271,117,33,14,342
20,20457,3082,2097,605,318,54,1641,656,853,277,847,49,298,20,73,306,30,27,2,375
20,20458,967,748,129,90,3,469,83,293,41,288,25,107,29,103,204,7,12,3,179
20,20459,4371,3271,696,263,20,1754,745,1443,58,1377,127,191,52,539,903,516,109,46,1163
20,20460,4983,3374,1014,601,41,2630,802,1315,252,1302,127,697,64,96,512,71,41,2,641
20,20461,518,415,51,116,5,340,222,190,41,164,5,73,10,59,92,13,2,1,71
20,20462,4083,2936,711,252,28,1580,753,1090,65,1023,29,119,19,621,816,370,99,31,886
20,20463,529,413,88,38,2,294,110,181,52,180,11,78,0,55,110,12,3,1,118
20,20464,351,269,56,33,1,196,63,125,19,117,21,36,2,37,50,19,2,0,63
20,20465,1598,995,379,221,30,745,190,384,96,379,2,19,6,44,79,8,5,0,145
20,20466,13041,8254,2954,2834,278,6402,897,2898,1163,2835,901,2115,481,128,748,49,43,4,726
20,20467,19201,13465,3429,2056,125,7302,4038,4954,445,4626,638,435,218,1619,3643,2672,627,500,3726
20,20468,14135,8851,3277,2008,224,6499,2011,3253,625,3188,529,1746,109,386,1647,272,76,13,1771
20,20469,36275,23371,8074,5195,291,14163,8050,8109,1902,7171,435,2680,284,2363,3301,3239,769,497,4798
20,20470,4886,3642,835,536,66,2460,850,1459,203,1353,20,311,88,196,557,273,73,39,735
20,20471,498,375,69,33,5,219,53,164,35,160,6,4,2,20,55,16,20,3,89
20,20472,3326,2551,491,279,8,1121,361,1060,68,1004,29,104,43,422,788,735,166,65,892
20,20473,1292,933,231,69,7,580,115,347,81,345,3,55,0,68,118,20,13,4,203
20,20474,3284,2376,534,428,11,1262,416,940,60,841,48,109,30,480,794,209,97,14,805
20,20475,9681,6910,1659,1526,33,4706,1846,2376,402,2293,192,194,53,526,1268,1976,236,58,1731
20,20476,393,306,54,21,1,176,100,114,6,112,1,28,1,65,75,10,8,0,89
20,20477,1445,1054,238,221,20,869,117,373,42,368,73,38,17,195,290,39,19,3,283
20,20478,1785,1372,269,150,6,987,203,605,70,591,43,443,20,206,337,87,7,0,427
20,20479,202,169,24,19,0,126,5,74,2,72,1,72,1,7,18,24,2,1,53
20,20480,877,649,143,129,6,412,26,277,46,273,41,252,20,27,31,18,3,0,94
20,20481,1820,1353,290,258,1,777,670,552,313,548,152,520,8,29,41,1,7,0,109
20,20482,53148,37100,9477,5327,270,17368,10321,13659,1406,12263,3073,1877,306,5298,10638,9127,2426,2130,11620
20,20483,10397,7460,1802,330,101,3415,1596,2702,265,2614,667,1685,71,1193,1897,2065,352,88,2399
20,20484,4250,2901,816,493,25,1922,211,1055,52,956,171,157,21,607,679,385,68,10,859
20,20485,3208,2082,677,563,15,1424,412,805,125,548,172,378,26,330,517,89,31,3,607
20,20486,2403,1721,425,139,6,985,426,670,101,635,76,115,23,249,338,326,41,10,502
20,20487,1995,1418,370,76,4,639,297,574,116,547,61,406,26,163,325,421,24,3,375
20,20488,114,87,21,7,0,70,10,38,1,38,1,1,0,11,23,23,0,2,29
20,20489,4994,3325,1028,515,23,2092,394,1201,191,1082,142,313,52,215,783,82,49,8,722
20,20490,3098,1921,783,609,42,1521,158,744,48,728,18,307,20,38,88,27,6,0,324
20,20491,4404,2575,1124,308,13,1378,196,786,240,778,15,685,13,217,217,11,22,3,466
20,20492,2956,2076,554,455,6,1330,291,900,175,877,273,393,69,161,248,89,17,8,415
20,20493,523,409,67,30,4,216,56,174,14,169,5,7,2,72,117,92,17,4,144
20,20494,4662,2984,1091,898,21,2040,424,1025,335,1018,134,1023,89,21,70,105,7,2,205
20,20495,3101,1959,686,468,63,1452,366,743,155,729,83,468,85,56,170,32,10,1,275
20,20496,1736,1243,330,41,5,553,88,504,63,500,2,181,2,295,394,81,54,8,440
20,20497,4352,2691,1082,1172,178,2288,365,827,92,815,15,629,16,105,231,160,30,5,580
20,20498,6885,4740,1274,991,58,3253,1075,1864,257,1766,913,326,103,543,1007,692,42,7,1216
20,20499,2090,1500,383,64,8,645,388,589,38,583,34,8,6,327,394,441,82,12,513
20,20500,8330,5680,1587,932,29,3632,733,2418,241,2380,221,1334,115,799,698,433,107,21,1508
20,20501,936,722,134,153,3,521,69,291,12,272,12,70,3,182,224,54,18,4,252
20,20502,5187,3529,1033,938,109,2763,650,1366,615,1352,176,811,111,28,212,686,52,43,639
20,20503,402,309,60,32,1,191,38,107,8,107,0,4,0,45,89,4,3,0,81
20,20504,1654,1118,325,54,4,720,178,397,134,395,4,31,2,285,275,54,27,3,308
20,20505,7965,6162,1107,799,28,2958,738,2461,47,2399,133,53,32,1703,2111,1744,348,179,2279
20,20506,755,570,111,95,1,351,75,215,34,210,5,5,6,58,119,55,22,17,158
20,20507,3469,2283,738,477,20,1475,547,887,105,679,100,234,33,429,678,138,73,13,751
20,20508,1486,1162,203,114,7,529,94,500,16,484,21,13,8,290,411,371,70,34,448
20,20509,10738,6431,2506,1823,239,4888,1041,2257,459,2097,420,1750,126,122,1166,305,100,17,874
20,20510,652,480,105,67,0,265,71,196,34,190,10,178,15,75,39,12,22,2,99
20,20511,3124,1989,738,141,18,1234,330,759,197,743,271,611,85,46,179,149,5,1,322
20,20512,870,561,180,149,0,425,159,187,22,185,5,54,4,20,28,3,2,0,118
20,20513,9157,6232,1837,1003,68,3956,1485,2505,152,2448,80,120,96,867,1331,794,116,12,1793
20,20514,1020,683,194,126,14,480,130,283,123,271,5,126,9,8,37,1,0,0,103
20,20515,64639,46646,11196,3814,205,18799,9240,17137,2198,16350,1218,683,408,10085,13894,12758,3186,3198,14752
20,20516,5093,3325,1092,547,42,2367,297,1228,210,1200,18,75,66,466,690,273,50,10,824
20,20517,4815,3170,1035,1166,47,2267,910,1242,482,1214,96,988,99,59,189,227,38,10,429
20,20518,132,103,19,7,2,62,26,44,2,44,1,12,1,17,32,19,2,0,36
20,20519,2988,2283,397,173,27,1310,724,802,85,788,72,44,5,428,647,561,136,108,751
20,20520,6921,4874,1341,840,57,3333,1633,1785,68,1724,81,173,19,1083,1418,1054,213,158,1570
20,20521,235,179,42,26,0,124,60,74,18,65,10,33,4,11,16,11,2,1,39
20,20522,1030,718,177,102,6,509,236,299,87,292,4,56,12,18,79,23,4,2,136
20,20523,1503,1107,236,76,2,520,224,450,53,446,15,175,6,204,301,222,69,73,346
20,20524,314,264,25,34,0,193,16,101,12,100,0,1,0,58,74,7,2,0,88
20,20525,12161,8792,2041,1131,67,4990,1484,3435,192,3206,408,203,42,2120,2760,1950,307,166,3025
20,20526,17583,11669,3728,2815,206,7370,2026,4640,565,4546,124,1025,209,938,2229,2181,402,152,2446
20,20527,2600,1587,655,307,5,1175,123,610,99,608,5,556,10,35,93,30,7,0,258
20,20528,980,725,157,248,4,580,279,313,44,300,5,17,13,62,120,76,13,1,174
20,20529,1380,804,396,257,26,637,849,202,27,94,63,178,4,17,35,64,0,0,112
20,20530,3617,2541,639,234,21,1438,459,884,98,870,300,745,17,265,472,403,76,55,619
20,20531,2632,1894,439,82,21,1028,618,695,58,671,19,135,11,247,445,317,73,45,595
20,20532,3705,2519,741,549,7,1579,325,934,295,925,57,898,34,69,135,63,12,2,478
20,20533,2132,1514,388,169,14,883,524,560,95,540,14,69,21,197,371,339,63,41,464
20,20534,3923,2502,971,563,115,2077,424,880,316,824,32,471,28,76,260,25,11,2,319
20,20535,2961,1917,660,501,19,1142,274,660,172,637,24,569,25,100,174,41,18,1,258
20,20536,413,333,48,21,0,250,104,142,29,140,2,40,4,43,77,57,11,0,117
20,20537,6495,4655,1082,946,41,3079,1124,1775,177,1697,97,343,21,905,1293,880,106,62,1444
20,20538,669,469,124,52,4,312,97,170,25,166,60,57,1,48,105,65,5,2,126
20,20539,5591,4087,945,62,34,1489,1141,1410,84,1371,86,1177,57,963,1188,1215,305,273,1321
20,20540,7707,5518,1314,376,18,2219,1384,2016,160,1977,55,88,20,1217,1447,1403,414,325,1747
20,20541,1622,1250,236,91,5,891,425,547,143,545,1,25,0,100,228,199,36,10,308
20,20542,825,621,118,74,9,473,129,230,47,224,1,69,4,80,151,153,3,3,182
20,20543,5869,3814,1234,971,50,2702,527,1461,176,1402,97,599,117,168,790,453,49,129,740
20,20544,1016,765,148,82,4,512,175,291,67,287,0,26,2,145,193,26,13,2,200
20,20545,9876,6929,1792,543,50,2495,1107,2709,175,2667,150,169,21,1226,2036,2014,662,513,2409
20,20546,5784,4424,811,472,28,2619,1464,1461,409,1383,147,176,34,591,1226,811,291,255,1283
20,20547,931,695,138,69,2,381,142,285,25,281,3,12,7,118,144,65,14,0,210
20,20548,1607,1068,344,60,14,683,241,462,49,436,146,65,42,162,210,241,18,21,295
20,20549,11034,8176,1810,1569,64,5635,1633,3139,325,3032,90,920,72,1255,1740,773,210,156,2208
20,20550,5491,4064,890,370,15,2098,1277,1435,255,1408,200,561,32,528,1074,1018,232,144,1256
20,20551,22545,16240,3879,1290,137,7218,8980,6297,710,6161,418,1094,225,3043,4929,5081,1418,1126,5505
20,20552,438,302,97,32,4,213,46,137,20,132,6,47,1,57,65,31,1,1,91
20,20553,10208,7475,1636,543,88,3480,3186,2443,233,2401,257,272,27,1388,2039,1919,656,628,2286
20,20554,5361,3572,1055,759,70,2515,799,1361,303,1352,12,536,23,155,382,189,38,3,818
20,20555,3032,2271,436,197,18,1300,490,798,223,785,137,472,12,372,529,462,59,18,697
20,20556,260,185,46,31,0,116,53,77,5,76,0,10,1,28,45,30,3,1,56
20,20557,15347,11546,2417,1246,16,4496,2948,4115,58,4034,32,53,18,2668,3558,3114,764,790,3798
20,20558,1371,993,243,114,5,530,62,397,68,372,28,264,12,151,279,271,19,3,284
20,20559,22699,16169,4055,2697,87,9437,1835,5734,477,5660,908,3957,174,1616,4294,1675,431,331,4014
20,20560,6646,4916,1103,650,44,3784,1576,1718,326,1686,54,410,29,346,968,575,79,33,1287
20,20561,2789,1911,566,225,20,1179,440,822,166,675,163,791,52,41,158,351,17,12,451
20,20562,1554,1113,270,106,9,570,211,421,37,408,12,76,5,201,222,121,40,15,354
20,20563,1264,979,175,362,9,782,205,343,47,249,15,231,11,85,236,41,5,2,225
20,20564,1129,823,192,140,0,508,26,350,51,344,59,329,11,21,70,4,2,0,255
